id,title,description,category,date,location,coordinates,points,stateId,maxAttendees,imageUrl,createdAt
4e6606f5-464f-44af-96b0-8ca581cb4f19,Digital Campaign Training - Plateau,Capacity building session to strengthen our party's human resources and prepare members for leadership roles.,Training,"""2025-12-09T20:23:59.811Z""",Plateau Central Mosque,,10,324b5cae-ea0a-4b80-a804-c7bc972a1e0e,5000,,"""2025-11-12T20:23:59.846Z"""
2a14c510-9a73-4e95-897c-a2d5f069817f,Support Rally for Good Governance - Plateau,"Rally alongside fellow progressives to show support for our party's vision of a better Nigeria. Together, we are stronger and our voice cannot be ignored.",Rally,"""2026-01-23T20:23:59.811Z""",Plateau Town Hall,,10,324b5cae-ea0a-4b80-a804-c7bc972a1e0e,5000,,"""2025-11-12T20:23:59.846Z"""
c32b37f7-6f86-4f41-bd19-3268cfcb2805,Economic Growth Summit - Plateau,An intensive dialogue session focused on crafting innovative solutions to pressing challenges facing our state and nation.,Summit,"""2026-04-29T20:23:59.811Z""",Plateau City Square,,10,324b5cae-ea0a-4b80-a804-c7bc972a1e0e,100,,"""2025-11-12T20:23:59.846Z"""
7e17606f-b72c-4a72-ac80-a10c75b8707d,State Development Summit - Plateau,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2025-09-30T20:23:59.812Z""",Plateau Town Hall,,10,324b5cae-ea0a-4b80-a804-c7bc972a1e0e,50,,"""2025-11-12T20:23:59.846Z"""
c0b907df-ab7c-49bf-9068-8a6140a08048,Back-to-School Support Program - Plateau,Free community service program reaching out to underserved communities with essential services and support.,Community Outreach,"""2025-12-14T20:23:59.812Z""",Plateau Convention Center,,10,324b5cae-ea0a-4b80-a804-c7bc972a1e0e,200,,"""2025-11-12T20:23:59.846Z"""
ab645891-c01f-48c4-80e3-08ab80aafdec,APC Leadership Summit - Imo,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2026-03-07T20:23:59.812Z""",Imo Cathedral Hall,,10,ad78d707-6373-4b64-9e4e-baac273b26b3,500,,"""2025-11-12T20:23:59.846Z"""
3702b59e-352e-4af5-bef0-e69f1e0b2f12,Development Projects Fundraiser - Imo,Join prominent party leaders and donors for a special fundraising dinner to support our vision of progress and development.,Fundraiser,"""2025-12-16T20:23:59.812Z""",Imo Government House Banquet Hall,,10,ad78d707-6373-4b64-9e4e-baac273b26b3,200,,"""2025-11-12T20:23:59.846Z"""
6e950864-b49c-4118-b857-3e9a2a32a164,Gender Equality Dialogue - Imo,Celebrating women's achievements and discussing strategies for greater women participation in governance and leadership.,Women's Conference,"""2025-12-24T20:23:59.812Z""","Ward 1, Imo",,10,ad78d707-6373-4b64-9e4e-baac273b26b3,100,,"""2025-11-12T20:23:59.846Z"""
783d7503-dcbe-4ea9-9848-549a10b9c772,Gender Equality Dialogue - Imo,Bringing together women leaders and advocates to strengthen women's voices in policy and decision-making.,Women's Conference,"""2025-06-14T20:23:59.812Z""",Imo Government House Banquet Hall,,10,ad78d707-6373-4b64-9e4e-baac273b26b3,1000,,"""2025-11-12T20:23:59.846Z"""
04ab0bbd-58fd-46d3-9ea6-99f29f6b4019,Tech Skills for Youth - Imo,Engaging the next generation of leaders in meaningful dialogue about their role in shaping Nigeria's future.,Youth Forum,"""2026-02-19T20:23:59.812Z""","Ward 1, Imo",,10,ad78d707-6373-4b64-9e4e-baac273b26b3,5000,,"""2025-11-12T20:23:59.846Z"""
019113d6-1fab-4462-82a6-d3fff2874573,Women in Politics Conference - Imo,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2026-02-14T20:23:59.812Z""","Ward 5, Imo",,10,ad78d707-6373-4b64-9e4e-baac273b26b3,50,,"""2025-11-12T20:23:59.846Z"""
05d94753-bc66-46f0-9ea5-339b10a09ee0,Election Campaign Fundraiser - Imo,Join prominent party leaders and donors for a special fundraising dinner to support our vision of progress and development.,Fundraiser,"""2026-01-28T20:23:59.812Z""",Imo Sports Stadium,,10,ad78d707-6373-4b64-9e4e-baac273b26b3,2000,,"""2025-11-12T20:23:59.846Z"""
69a7cfaa-ac10-478e-b21c-7366a0b7173e,Youth in Politics Forum - Borno,Engaging the next generation of leaders in meaningful dialogue about their role in shaping Nigeria's future.,Youth Forum,"""2026-02-10T20:23:59.812Z""",Borno Government House Banquet Hall,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,200,,"""2025-11-12T20:23:59.846Z"""
c8d2b95c-0203-49a8-b010-eec8b5873d3c,Security Policy Discussion - Borno,A platform for informed debate and consensus-building on key policy issues affecting our communities.,Policy Dialogue,"""2026-04-23T20:23:59.812Z""",Borno City Square,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,500,,"""2025-11-12T20:23:59.846Z"""
0f0a2d59-5eda-4926-a071-cb528d4f448e,Food Distribution Program - Borno,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2026-02-25T20:23:59.812Z""",Borno Sports Stadium,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,500,,"""2025-11-12T20:23:59.846Z"""
0904d2f4-280f-4330-b903-0649b22d4c75,Women's Economic Forum - Borno,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2025-12-24T20:23:59.812Z""","Ward 5, Borno",,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,50,,"""2025-11-12T20:23:59.846Z"""
a678f97d-e5a0-44fe-9b2c-89c5cdf33d58,People's Forum: Your Voice Matters - Borno,A platform for transparent dialogue between the people and their elected representatives. Come and make your voice heard on issues that matter to you.,Town Hall,"""2025-11-23T20:23:59.812Z""",Borno Town Hall,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,2000,,"""2025-11-12T20:23:59.846Z"""
a38ded5f-8ce9-46d1-8b84-0768d0253999,Community Support Fundraiser - Borno,Support the party's initiatives through this fundraising event. Every contribution helps us serve the people better.,Fundraiser,"""2026-01-02T20:23:59.812Z""",Borno Government House Banquet Hall,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,100,,"""2025-11-12T20:23:59.846Z"""
745034b6-12db-4e94-9c97-039096ded486,Political Leadership Training - Borno,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2025-09-28T20:23:59.812Z""",Borno Town Hall,,10,6df5f9f6-5f56-40fa-9793-cdf37b2b0213,2000,,"""2025-11-12T20:23:59.846Z"""
a3d694cc-48ec-40f2-b02f-b720bfe9e612,Development Projects Fundraiser - Edo,An exclusive fundraising event to support our campaign activities and community development projects. Your contribution makes a real difference.,Fundraiser,"""2025-12-10T20:23:59.812Z""",Edo Central Mosque,,10,f7cd16da-094b-4690-a2db-8674a477311f,500,,"""2025-11-12T20:23:59.846Z"""
6a2bd356-f61b-4679-beb8-bb231fc82805,Young Leaders Dialogue - Edo,"Empowering young people with knowledge, skills, and opportunities to become active participants in nation building.",Youth Forum,"""2026-01-30T20:23:59.812Z""",Edo Sports Stadium,,10,f7cd16da-094b-4690-a2db-8674a477311f,200,,"""2025-11-12T20:23:59.846Z"""
d24db75b-5cb8-4769-9a6a-f4234cc97043,Food Distribution Program - Edo,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2026-01-25T20:23:59.812Z""",Edo State APC Secretariat,,10,f7cd16da-094b-4690-a2db-8674a477311f,5000,,"""2025-11-12T20:23:59.846Z"""
82e5e866-c6f7-4af6-9540-9327100484e8,Women Empowerment Summit - Edo,Bringing together women leaders and advocates to strengthen women's voices in policy and decision-making.,Women's Conference,"""2025-08-18T20:23:59.812Z""",Edo Community Center,,10,f7cd16da-094b-4690-a2db-8674a477311f,50,,"""2025-11-12T20:23:59.846Z"""
5733649b-165c-4bd5-9d18-254f73ed93df,Healthcare Innovation Summit - Edo,Strategic planning and collaboration forum for party leadership and key stakeholders to align on priorities and action plans.,Summit,"""2025-07-20T20:23:59.812Z""",Edo City Square,,10,f7cd16da-094b-4690-a2db-8674a477311f,1000,,"""2025-11-12T20:23:59.846Z"""
1e55a3d9-0f9d-4863-8660-99e797588640,Community Leaders Forum - Edo,Equipping current and aspiring leaders with the skills and knowledge needed for effective governance and representation.,Leadership Workshop,"""2026-03-09T20:23:59.812Z""",Edo Government House Banquet Hall,,10,f7cd16da-094b-4690-a2db-8674a477311f,5000,,"""2025-11-12T20:23:59.846Z"""
6d7f9051-e592-45c2-b14d-3df05853620e,Progressive March for Change - Edo,A celebration of our achievements and a demonstration of our resolve to continue the fight for development and prosperity for all Nigerians.,Rally,"""2025-11-26T20:23:59.812Z""",Edo Sports Stadium,,10,f7cd16da-094b-4690-a2db-8674a477311f,500,,"""2025-11-12T20:23:59.846Z"""
84c3ec21-6fe6-44af-a0a3-5e9c888a457b,Food Distribution Program - Enugu,Bringing hope and tangible support to communities in need. Join us in making a difference in people's lives.,Community Outreach,"""2026-05-02T20:23:59.812Z""","Local Government Headquarters, Enugu",,10,a629b035-b2e1-4bd6-9592-a192d10fd509,500,,"""2025-11-12T20:23:59.846Z"""
41d8ab3d-cc43-42a1-addb-dac7db3252ac,Effective Governance Workshop - Enugu,Equipping current and aspiring leaders with the skills and knowledge needed for effective governance and representation.,Leadership Workshop,"""2025-12-30T20:23:59.812Z""",Enugu Government House Banquet Hall,,10,a629b035-b2e1-4bd6-9592-a192d10fd509,300,,"""2025-11-12T20:23:59.846Z"""
ae5de937-8434-459d-9765-48a78626ab5d,Party Building Fundraiser - Enugu,Join prominent party leaders and donors for a special fundraising dinner to support our vision of progress and development.,Fundraiser,"""2026-02-09T20:23:59.812Z""",Enugu Cathedral Hall,,10,a629b035-b2e1-4bd6-9592-a192d10fd509,100,,"""2025-11-12T20:23:59.915Z"""
fd115c14-9dc0-4917-98e8-89f7bc53661a,Town Hall Meeting with Constituents - Enugu,An open forum for constituents to discuss pressing community issues and development priorities. Your voice matters in building a better tomorrow for all.,Town Hall,"""2025-10-19T20:23:59.812Z""",Enugu Community Center,,10,a629b035-b2e1-4bd6-9592-a192d10fd509,5000,,"""2025-11-12T20:23:59.915Z"""
9c59ee3d-6a9e-436a-aa9a-9cc9a77380d2,Youth Empowerment Forum - Enugu,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2025-08-25T20:23:59.812Z""",Enugu Town Hall,,10,a629b035-b2e1-4bd6-9592-a192d10fd509,100,,"""2025-11-12T20:23:59.915Z"""
748ae571-bdac-4c72-9c2d-53e3d8487808,Infrastructure Planning Session - Enugu,A platform for informed debate and consensus-building on key policy issues affecting our communities.,Policy Dialogue,"""2026-03-14T20:23:59.812Z""","Ward 1, Enugu",,10,a629b035-b2e1-4bd6-9592-a192d10fd509,2000,,"""2025-11-12T20:23:59.915Z"""
3b6141d7-c391-4b26-b192-ef5c887159ea,Student Engagement Session - Enugu,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2025-06-18T20:23:59.812Z""","Local Government Headquarters, Enugu",,10,a629b035-b2e1-4bd6-9592-a192d10fd509,200,,"""2025-11-12T20:23:59.915Z"""
04e1f308-162f-4ec1-98c5-9cc5722c60e6,Economic Growth Summit - Sokoto,Strategic planning and collaboration forum for party leadership and key stakeholders to align on priorities and action plans.,Summit,"""2025-12-11T20:23:59.812Z""","Ward 1, Sokoto",,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,50,,"""2025-11-12T20:23:59.915Z"""
3fd668c6-d5ac-4cba-88fc-bb5012c4cda0,Healthcare Innovation Summit - Sokoto,An intensive dialogue session focused on crafting innovative solutions to pressing challenges facing our state and nation.,Summit,"""2026-03-09T20:23:59.812Z""",Sokoto Convention Center,,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,5000,,"""2025-11-12T20:23:59.915Z"""
13cbb750-8f1d-44a6-ab91-f0f4e5f38560,Healthcare Innovation Summit - Sokoto,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2025-10-03T20:23:59.812Z""","Ward 5, Sokoto",,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,500,,"""2025-11-12T20:23:59.915Z"""
9614b39d-19eb-4c8e-b653-c9364537c8c9,Security Policy Discussion - Sokoto,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2026-04-29T20:23:59.812Z""",Sokoto Community Center,,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,1000,,"""2025-11-12T20:23:59.915Z"""
53291166-b82d-4ecb-9eb5-1e713c4a7620,Youth Empowerment Forum - Sokoto,"A platform for youth to voice their aspirations, concerns, and ideas for a better society.",Youth Forum,"""2025-06-12T20:23:59.812Z""","Ward 5, Sokoto",,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,500,,"""2025-11-12T20:23:59.915Z"""
25536c4c-6013-4668-a2f9-9dbcef0e3cbf,Skills Acquisition Outreach - Sokoto,Free community service program reaching out to underserved communities with essential services and support.,Community Outreach,"""2026-01-08T20:23:59.812Z""",Sokoto Convention Center,,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,200,,"""2025-11-12T20:23:59.915Z"""
dff1ee7d-5aa0-4c0c-ae03-a980b88f4cdd,Digital Campaign Training - Sokoto,Capacity building session to strengthen our party's human resources and prepare members for leadership roles.,Training,"""2025-11-07T20:23:59.812Z""",Sokoto Convention Center,,10,607131b5-b6ca-4c9c-a2e3-4de0eef69eb1,300,,"""2025-11-12T20:23:59.915Z"""
a89c2fe0-99ea-41bb-b7b3-6f66fd0a5a5f,Ward Coordinators Workshop - Kwara,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2025-08-27T20:23:59.812Z""",Kwara Cathedral Hall,,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,50,,"""2025-11-12T20:23:59.915Z"""
d7c808f1-3185-4e3b-ba7b-5f153dbf8cec,Community Listening Session - Kwara,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2026-01-01T20:23:59.812Z""","Ward 1, Kwara",,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,200,,"""2025-11-12T20:23:59.915Z"""
995389cb-ceda-4db7-8846-a0fb0e695a9d,Political Education Workshop - Kwara,"Hands-on workshop covering modern campaign strategies, voter outreach techniques, and digital organizing tools.",Training,"""2026-04-03T20:23:59.812Z""","Local Government Headquarters, Kwara",,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,5000,,"""2025-11-12T20:23:59.915Z"""
45d6cd95-8414-40a3-a0d4-fc9dc64ec7d6,Victory Celebration Rally - Kwara,A celebration of our achievements and a demonstration of our resolve to continue the fight for development and prosperity for all Nigerians.,Rally,"""2025-12-15T20:23:59.812Z""",Kwara Community Center,,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,1000,,"""2025-11-12T20:23:59.915Z"""
101014d2-84da-4adf-86df-df4d111a9a6f,Grassroots Organizing Skills - Kwara,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2026-02-03T20:23:59.812Z""",Kwara Convention Center,,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,300,,"""2025-11-12T20:23:59.915Z"""
888c7917-3ae7-4348-8e32-e476c4a6943f,Youth Mobilization Rally - Kwara,"Rally alongside fellow progressives to show support for our party's vision of a better Nigeria. Together, we are stronger and our voice cannot be ignored.",Rally,"""2026-04-26T20:23:59.812Z""","Local Government Headquarters, Kwara",,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,50,,"""2025-11-12T20:23:59.915Z"""
3e56411a-19f4-4ed4-9763-6b1d86bf01fb,Digital Campaign Training - Kwara,Capacity building session to strengthen our party's human resources and prepare members for leadership roles.,Training,"""2025-07-04T20:23:59.812Z""",Kwara City Square,,10,9c6ca48d-f36f-4e9f-9689-d7b248470365,2000,,"""2025-11-12T20:23:59.915Z"""
a6b372d5-ba72-466d-ac3a-b4240a93f55f,Community Clean-up Campaign - Benue,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2026-02-13T20:23:59.812Z""",Benue Sports Stadium,,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,1000,,"""2025-11-12T20:23:59.915Z"""
51a0b4f5-5623-45fc-8640-7f050264bdc3,Political Education Workshop - Benue,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2026-03-07T20:23:59.812Z""","Ward 5, Benue",,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,50,,"""2025-11-12T20:23:59.915Z"""
c9b7855f-cb50-4cda-b453-31bcca0473a4,Back-to-School Support Program - Benue,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2026-03-24T20:23:59.812Z""",Benue State APC Secretariat,,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,100,,"""2025-11-12T20:23:59.915Z"""
3c703699-590e-418a-ac3e-736a0a1807e4,Community Clean-up Campaign - Benue,Free community service program reaching out to underserved communities with essential services and support.,Community Outreach,"""2026-05-05T20:23:59.812Z""",Benue Community Center,,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,200,,"""2025-11-12T20:23:59.915Z"""
6614d591-0147-4bf9-a4b7-97bd38ff3a22,Economic Growth Summit - Benue,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2025-10-29T20:23:59.812Z""","Ward 5, Benue",,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,2000,,"""2025-11-12T20:23:59.915Z"""
982db83d-c64a-415f-9f85-22735e56414f,Community Support Fundraiser - Benue,Support the party's initiatives through this fundraising event. Every contribution helps us serve the people better.,Fundraiser,"""2025-08-10T20:23:59.812Z""","Local Government Headquarters, Benue",,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,100,,"""2025-11-12T20:23:59.915Z"""
cbf72cfc-0eb7-49e5-8794-f62007cb3986,Healthcare Policy Dialogue - Benue,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2025-11-23T20:23:59.812Z""","Local Government Headquarters, Benue",,10,b0913790-759e-46be-9e5f-90cc3c1ed2a8,200,,"""2025-11-12T20:23:59.915Z"""
7566ff37-1591-4b3f-9019-533553c84e3d,Unity Rally for Development - Niger,A celebration of our achievements and a demonstration of our resolve to continue the fight for development and prosperity for all Nigerians.,Rally,"""2026-01-23T20:23:59.812Z""",Niger Cathedral Hall,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,200,,"""2025-11-12T20:23:59.915Z"""
95b2cea3-18bf-45c5-bb38-9a502ec7e874,People's Forum: Your Voice Matters - Niger,A platform for transparent dialogue between the people and their elected representatives. Come and make your voice heard on issues that matter to you.,Town Hall,"""2026-02-10T20:23:59.812Z""",Niger Convention Center,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,300,,"""2025-11-12T20:23:59.915Z"""
daf6102e-21a6-4794-a85c-9a0266ed87dd,Tech Skills for Youth - Niger,Engaging the next generation of leaders in meaningful dialogue about their role in shaping Nigeria's future.,Youth Forum,"""2025-07-20T20:23:59.812Z""",Niger Sports Stadium,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,5000,,"""2025-11-12T20:23:59.915Z"""
c5137e0d-1897-4e78-8f8d-2725e826e7e3,State Development Summit - Niger,"A high-level summit bringing together party leaders, stakeholders, and experts to chart the course for sustainable development and effective governance.",Summit,"""2025-12-14T20:23:59.812Z""",Niger Cathedral Hall,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,50,,"""2025-11-12T20:23:59.915Z"""
0cdd49c9-7f73-41e4-83a3-49167372cd47,Healthcare Policy Dialogue - Niger,"Bringing together policymakers, experts, and stakeholders to deliberate on effective strategies for sustainable development.",Policy Dialogue,"""2026-01-09T20:23:59.812Z""",Niger State APC Secretariat,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,100,,"""2025-11-12T20:23:59.915Z"""
5458db54-6860-440c-85c8-e25ad5f31c53,Political Leadership Training - Niger,Equipping current and aspiring leaders with the skills and knowledge needed for effective governance and representation.,Leadership Workshop,"""2026-04-11T20:23:59.812Z""",Niger Cathedral Hall,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,2000,,"""2025-11-12T20:23:59.915Z"""
35f60536-5aa7-413d-a86f-8204bc0b688a,Youth Mobilization Rally - Niger,A celebration of our achievements and a demonstration of our resolve to continue the fight for development and prosperity for all Nigerians.,Rally,"""2026-01-30T20:23:59.812Z""",Niger Convention Center,,10,aaa6b38e-1ea5-4e94-9b5f-ed04a953a48a,300,,"""2025-11-12T20:23:59.915Z"""
ac75d505-2a96-4537-a102-6d1c95fa937e,Campaign Volunteers Training - Abia,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2026-01-12T20:23:59.812Z""",Abia Cathedral Hall,,10,dfac0ba2-a282-4944-959f-8182e0933671,300,,"""2025-11-12T20:23:59.915Z"""
9a7bd0a1-c15f-42e2-9998-09442e5aad2a,Women Empowerment Summit - Abia,Bringing together women leaders and advocates to strengthen women's voices in policy and decision-making.,Women's Conference,"""2026-04-29T20:23:59.812Z""","Ward 5, Abia",,10,dfac0ba2-a282-4944-959f-8182e0933671,50,,"""2025-11-12T20:23:59.915Z"""
58fa764e-2393-48a4-b124-81a609fe714b,Election Campaign Fundraiser - Abia,Support the party's initiatives through this fundraising event. Every contribution helps us serve the people better.,Fundraiser,"""2025-07-10T20:23:59.812Z""",Abia Cathedral Hall,,10,dfac0ba2-a282-4944-959f-8182e0933671,1000,,"""2025-11-12T20:23:59.915Z"""
a9aeb171-0afa-4ecd-8803-bcc973f665e0,Ward Coordinators Workshop - Abia,Developing the next generation of party leaders through intensive leadership training and mentorship.,Leadership Workshop,"""2025-12-16T20:23:59.812Z""","Ward 1, Abia",,10,dfac0ba2-a282-4944-959f-8182e0933671,200,,"""2025-11-12T20:23:59.915Z"""
bc55a699-be4c-4aab-8861-3bf439a61a7c,Community Leaders Forum - Abia,Developing the next generation of party leaders through intensive leadership training and mentorship.,Leadership Workshop,"""2025-11-22T20:23:59.812Z""",Abia City Square,,10,dfac0ba2-a282-4944-959f-8182e0933671,500,,"""2025-11-12T20:23:59.915Z"""
d926ea00-df8e-48e2-9368-0354ea7eb494,Women in Politics Conference - Abia,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2026-01-26T20:23:59.812Z""",Abia Community Center,,10,dfac0ba2-a282-4944-959f-8182e0933671,500,,"""2025-11-12T20:23:59.915Z"""
37b3bbcf-619c-4c2f-8b52-a969d46d4352,Unity Rally for Development - Abia,A massive mobilization event to demonstrate our commitment to progress and good governance. Join thousands of party faithful as we march for change and development.,Rally,"""2026-03-21T20:23:59.812Z""",Abia Community Center,,10,dfac0ba2-a282-4944-959f-8182e0933671,200,,"""2025-11-12T20:23:59.915Z"""
2375697d-b2f5-462f-b039-a0a246daa0cf,Women Empowerment Summit - Akwa Ibom,Addressing gender equity issues and charting pathways for women's economic and political empowerment.,Women's Conference,"""2026-02-28T20:23:59.812Z""",Akwa Ibom Cathedral Hall,,10,f364fad7-e667-42af-a245-50e5eab0dcb8,100,,"""2025-11-12T20:23:59.915Z"""
61d77c48-ed82-4ce3-810c-95659198856d,Healthcare Innovation Summit - Akwa Ibom,An intensive dialogue session focused on crafting innovative solutions to pressing challenges facing our state and nation.,Summit,"""2025-12-25T20:23:59.812Z""",Akwa Ibom State APC Secretariat,,10,f364fad7-e667-42af-a245-50e5eab0dcb8,1000,,"""2025-11-12T20:23:59.915Z"""
03b0511c-923f-4a66-b47b-380cf13ac15c,Progressive March for Change - Akwa Ibom,"Rally alongside fellow progressives to show support for our party's vision of a better Nigeria. Together, we are stronger and our voice cannot be ignored.",Rally,"""2025-10-08T20:23:59.812Z""",Akwa Ibom Community Center,,10,f364fad7-e667-42af-a245-50e5eab0dcb8,50,,"""2025-11-12T20:23:59.915Z"""
0fb05445-56c0-45e0-acc9-40d02fa93e1c,Education Policy Roundtable - Akwa Ibom,"Expert-led discussion on evidence-based policy solutions to critical challenges in education, healthcare, and economic development.",Policy Dialogue,"""2026-01-18T20:23:59.812Z""","Ward 5, Akwa Ibom",,10,f364fad7-e667-42af-a245-50e5eab0dcb8,100,,"""2025-11-12T20:23:59.915Z"""
6f80a1f3-8cdb-4c65-8201-19a2ba5f8b72,Skills Acquisition Outreach - Akwa Ibom,APC's commitment to the people demonstrated through direct community intervention and support programs.,Community Outreach,"""2025-11-30T20:23:59.812Z""",Akwa Ibom Town Hall,,10,f364fad7-e667-42af-a245-50e5eab0dcb8,100,,"""2025-11-12T20:23:59.915Z"""
05a92305-c3fc-444f-ae7c-91cdc94bb1cc,Meet Your Representatives - Akwa Ibom,An open forum for constituents to discuss pressing community issues and development priorities. Your voice matters in building a better tomorrow for all.,Town Hall,"""2026-03-28T20:23:59.812Z""","Local Government Headquarters, Akwa Ibom",,10,f364fad7-e667-42af-a245-50e5eab0dcb8,2000,,"""2025-11-12T20:23:59.915Z"""
b8f24149-4b76-4df4-a7b2-c61eda0e2c66,Party Building Fundraiser - Akwa Ibom,Join prominent party leaders and donors for a special fundraising dinner to support our vision of progress and development.,Fundraiser,"""2026-04-14T20:23:59.812Z""",Akwa Ibom Sports Stadium,,10,f364fad7-e667-42af-a245-50e5eab0dcb8,200,,"""2025-11-12T20:23:59.915Z"""
bd9ca5a6-b32a-4d45-abdd-11feefa0a8a1,Effective Governance Workshop - Cross River,Developing the next generation of party leaders through intensive leadership training and mentorship.,Leadership Workshop,"""2026-03-23T20:23:59.812Z""",Cross River Town Hall,,10,549f7989-f523-4207-997f-b74cfd7f12d1,100,,"""2025-11-12T20:23:59.915Z"""
30dff7fc-576d-4759-980e-6e0125dc6daf,Community Leaders Forum - Cross River,Developing the next generation of party leaders through intensive leadership training and mentorship.,Leadership Workshop,"""2026-04-09T20:23:59.812Z""","Local Government Headquarters, Cross River",,10,549f7989-f523-4207-997f-b74cfd7f12d1,300,,"""2025-11-12T20:23:59.915Z"""
2d577674-da76-4bd7-a316-97b76954ee15,Grassroots Organizing Skills - Cross River,Comprehensive training program to equip volunteers and members with the skills needed for effective grassroots mobilization and community engagement.,Training,"""2026-04-13T20:23:59.812Z""",Cross River Community Center,,10,549f7989-f523-4207-997f-b74cfd7f12d1,300,,"""2025-11-12T20:23:59.915Z"""
cf2ed4b3-8a61-44ba-9705-8c011117b4cb,Free Medical Outreach - Cross River,Bringing hope and tangible support to communities in need. Join us in making a difference in people's lives.,Community Outreach,"""2026-02-27T20:23:59.812Z""",Cross River City Square,,10,549f7989-f523-4207-997f-b74cfd7f12d1,500,,"""2025-11-12T20:23:59.915Z"""
41777f8e-70dd-4641-8da1-b61044892859,Town Hall Meeting with Constituents - Cross River,"Join us for an interactive town hall meeting where community members can directly engage with party leaders and representatives. Share your concerns, ask questions, and participate in shaping our collective future.",Town Hall,"""2025-09-01T20:23:59.812Z""","Ward 1, Cross River",,10,549f7989-f523-4207-997f-b74cfd7f12d1,2000,,"""2025-11-12T20:23:59.915Z"""
5d93f858-7bad-4285-924a-171a71ceed1b,Effective Governance Workshop - Cross River,"Interactive workshop focused on ethical leadership, community service, and effective communication.",Leadership Workshop,"""2026-04-06T20:23:59.812Z""","Ward 1, Cross River",,10,549f7989-f523-4207-997f-b74cfd7f12d1,5000,,"""2025-11-12T20:23:59.915Z"""
